	LL07	LL09	LL11	LL08	LL10	LL12
ENSLAIG00005013433	2973	1189	1773	3808	1089	1716
ENSLAIG00005013434	642	338	329	717	318	391
ENSLAIG00005013435	9	5	0	8	18	3
ENSLAIG00005013436	182	129	71	190	117	89
ENSLAIG00005013437	1006	402	277	1120	397	272
ENSLAIG00005013439	0	0	0	0	0	0
ENSLAIG00005013440	2	1	0	2	4	3
ENSLAIG00005013441	820	288	95	1087	199	56
ENSLAIG00005013442	1487	709	974	2947	815	763
ENSLAIG00005013443	657	665	248	896	604	225
ENSLAIG00005013444	411	410	486	931	584	385
ENSLAIG00005013445	2	1	0	1	2	1
ENSLAIG00005013446	7	6	10	16	15	16
ENSLAIG00005013447	484	187	141	467	175	151
ENSLAIG00005013448	1545	1125	731	1683	1053	779
ENSLAIG00005013449	84	57	78	83	67	68
ENSLAIG00005013450	242	103	109	228	93	106
ENSLAIG00005013451	7534	6437	2821	9113	5713	2243
ENSLAIG00005013452	9	14	6	26	19	4
ENSLAIG00005013453	454	441	231	597	440	204
ENSLAIG00005013454	911	755	401	1142	591	496
ENSLAIG00005013455	536	317	370	504	339	382
ENSLAIG00005013456	288	704	665	445	747	424
ENSLAIG00005013457	0	0	0	0	0	1
ENSLAIG00005013458	967	754	546	993	978	507
ENSLAIG00005013459	39	43	10	35	38	7
ENSLAIG00005013460	0	0	0	2	5	0
ENSLAIG00005013461	0	0	0	0	0	0
ENSLAIG00005013462	154	223	1	254	217	0
ENSLAIG00005013463	304	255	305	375	279	280
ENSLAIG00005013465	2480	3779	9032	2244	4186	6949
ENSLAIG00005013469	38	26	12	46	19	17
ENSLAIG00005013470	148	192	261	250	190	262
ENSLAIG00005013471	959	1026	796	1260	1104	709
ENSLAIG00005013472	6	0	18	6	2	2
ENSLAIG00005013473	0	2	0	0	0	0
ENSLAIG00005013474	0	0	0	0	0	0
ENSLAIG00005013475	2709	3802	1063	4744	4702	807
ENSLAIG00005013477	0	0	0	0	0	0
ENSLAIG00005013478	0	0	0	0	0	0
ENSLAIG00005013479	0	0	0	0	0	0
ENSLAIG00005013480	3	5	305	11	143	233
ENSLAIG00005013481	0	1	0	0	0	2
ENSLAIG00005013482	0	0	0	0	0	1
ENSLAIG00005013483	1191	996	657	1459	1021	702
ENSLAIG00005013484	5915	4801	3527	8719	5193	2855
ENSLAIG00005013485	0	1	0	0	5	3
ENSLAIG00005013486	36819	11266	38	39201	8037	33
ENSLAIG00005013487	1264	1149	268	1509	1046	316
ENSLAIG00005013501	3965	3148	324	6165	2577	229
ENSLAIG00005013503	5026	4295	3961	5344	6422	2140
ENSLAIG00005013504	1481	1206	798	1749	1249	784
ENSLAIG00005013512	153	196	111	298	237	108
ENSLAIG00005013519	0	0	0	0	0	0
ENSLAIG00005013520	0	1	1	0	1	1
ENSLAIG00005013527	0	0	0	0	0	0
ENSLAIG00005013531	0	0	0	0	0	0
ENSLAIG00005013532	0	1	0	1	5	0
ENSLAIG00005013533	3	0	0	0	0	0
ENSLAIG00005013534	103	67	38	63	59	67
ENSLAIG00005013535	548	500	473	676	562	477
ENSLAIG00005013537	1	5	1	0	0	0
ENSLAIG00005013538	0	0	0	3	0	2
ENSLAIG00005013540	1535	1559	1851	2198	1706	1485
ENSLAIG00005013541	3	4	2	5	4	8
ENSLAIG00005013542	4	9	13	15	9	10
ENSLAIG00005013543	85	48	262	109	66	303
ENSLAIG00005013544	0	0	0	0	0	0
ENSLAIG00005013545	3265	1464	1254	2806	774	1086
ENSLAIG00005013546	148	568	7571	295	1305	6472
ENSLAIG00005013547	187	107	43	309	82	67
ENSLAIG00005013548	3987	3188	3072	4567	3280	3378
ENSLAIG00005013556	37	458	12412	215	595	12173
ENSLAIG00005013557	426	3	16	1159	7	48
ENSLAIG00005013559	25	1	39	53	9	52
ENSLAIG00005013560	502	343	799	578	342	779
ENSLAIG00005013561	0	0	3	0	0	0
ENSLAIG00005013562	402	280	148	459	315	182
ENSLAIG00005013563	865	67	244	227	85	283
ENSLAIG00005013564	271	251	175	299	313	148
ENSLAIG00005013565	2211	2290	1746	2896	2374	1749
ENSLAIG00005013566	1258	877	890	1354	960	914
ENSLAIG00005013567	0	0	0	0	0	0
ENSLAIG00005013568	0	2	0	1	1	0
ENSLAIG00005013569	0	0	0	0	0	0
ENSLAIG00005013570	288	248	73	376	203	68
ENSLAIG00005013572	1335	1916	515	1788	1649	523
ENSLAIG00005013573	13727	13937	15756	18650	27577	15115
ENSLAIG00005013574	3	6	0	2	10	6
ENSLAIG00005013575	372	376	298	488	370	251
ENSLAIG00005013576	5856	5093	1161	7621	5113	1089
ENSLAIG00005013577	0	0	0	0	0	0
ENSLAIG00005013578	6	7	2	5	12	5
ENSLAIG00005013579	25589	11629	5512	33784	12756	7941
ENSLAIG00005013580	932	787	218	1096	644	216
ENSLAIG00005013581	600	457	290	779	439	247
ENSLAIG00005013582	1	4	8	6	11	6
ENSLAIG00005013583	0	0	0	0	0	0
ENSLAIG00005013584	0	0	0	0	0	0
ENSLAIG00005013585	6	6	8	17	7	3
ENSLAIG00005013586	4450	109544	805	25399	140697	1001
ENSLAIG00005013587	0	0	1	0	0	0
ENSLAIG00005013588	288	263	221	303	253	222
ENSLAIG00005013589	808	700	404	1056	583	416
ENSLAIG00005013590	552	1358	965	827	1423	1098
ENSLAIG00005013591	0	0	0	0	1	0
ENSLAIG00005013592	0	0	0	1	2	0
ENSLAIG00005013594	456	379	254	653	345	308
ENSLAIG00005013595	55	17	39	39	30	27
ENSLAIG00005013598	325	358	88	422	275	115
ENSLAIG00005013621	10	8	11	12	5	13
ENSLAIG00005013624	1	0	2	1	2	2
ENSLAIG00005013627	1	0	13	2	0	10
ENSLAIG00005013638	0	0	0	0	0	0
ENSLAIG00005013649	0	0	0	0	0	0
ENSLAIG00005013654	0	0	0	0	0	0
ENSLAIG00005013658	4	5	0	2	5	0
ENSLAIG00005013659	200	161	109	266	160	91
ENSLAIG00005013667	0	0	0	0	0	0
ENSLAIG00005013679	1	2	0	0	0	0
ENSLAIG00005013682	0	0	0	0	0	0
ENSLAIG00005013704	81	346	1017	145	331	826
ENSLAIG00005013705	4894	4523	2352	5999	4964	2074
ENSLAIG00005013706	125	200	165	188	198	178
ENSLAIG00005013707	182	81	52	244	66	74
ENSLAIG00005013708	6	4	0	8	4	0
ENSLAIG00005013709	205	412	39	460	299	20
ENSLAIG00005013710	2	0	0	2	8	1
ENSLAIG00005013711	3766	2139	822	4201	1806	728
ENSLAIG00005013712	125	151	105	149	189	119
ENSLAIG00005013713	1003	789	558	1102	879	590
ENSLAIG00005013714	374	298	76	626	414	69
ENSLAIG00005013715	351	309	133	391	321	142
ENSLAIG00005013716	920	415	338	808	461	342
ENSLAIG00005013717	2218	2743	791	2630	2718	666
ENSLAIG00005013718	0	0	15368	0	1	27884
ENSLAIG00005013719	269	165	80	283	183	77
ENSLAIG00005013720	64	61	46	57	53	37
ENSLAIG00005013721	7	6	2	2	1	1
ENSLAIG00005013722	3	5	0	4	2	0
ENSLAIG00005013723	935	656	688	717	513	758
ENSLAIG00005013724	609	805	341	659	644	310
ENSLAIG00005013725	606	603	441	822	544	371
ENSLAIG00005013726	3808	4887	1253	5128	4903	1207
ENSLAIG00005013727	33	30	15	32	29	13
ENSLAIG00005013728	12082	9397	8237	15890	9003	8468
ENSLAIG00005013729	1032	452	72	862	328	57
ENSLAIG00005013731	3482	3684	4594	4794	3597	4022
ENSLAIG00005013732	313	225	166	334	159	180
ENSLAIG00005013734	5	3	0	2	1	0
ENSLAIG00005013740	814	1358	389	1118	1406	297
ENSLAIG00005013741	30	67	1157	40	240	923
ENSLAIG00005013743	1305	1472	90	1996	1726	125
ENSLAIG00005013747	2364	914	60	2724	817	43
ENSLAIG00005013749	78	1182	4194	163	3401	3081
ENSLAIG00005013752	10809	8128	12626	12647	11649	8755
ENSLAIG00005013754	3	4	8	16	13	12
ENSLAIG00005013757	0	1	10	2	0	14
ENSLAIG00005013759	351	372	267	505	438	379
ENSLAIG00005013760	376	307	236	448	264	290
ENSLAIG00005013761	270	236	147	283	242	171
ENSLAIG00005013762	698	543	381	955	589	296
ENSLAIG00005013763	249	268	185	372	317	205
ENSLAIG00005013764	170	149	193	208	151	196
ENSLAIG00005013765	18299	16607	10237	20776	13692	9085
ENSLAIG00005013766	0	0	0	0	0	0
ENSLAIG00005013767	1071	1105	613	1785	1314	477
ENSLAIG00005013768	0	0	0	1	0	0
ENSLAIG00005013769	0	0	0	0	0	0
ENSLAIG00005013770	0	1	37	0	1	49
ENSLAIG00005013771	0	0	0	1	0	0
ENSLAIG00005013772	586	626	61	687	1188	106
ENSLAIG00005013773	332	214	199	362	253	199
ENSLAIG00005013774	159	185	144	220	138	163
ENSLAIG00005013775	479	334	270	484	388	298
ENSLAIG00005013776	3	15	39	16	24	46
ENSLAIG00005013777	255	147	181	263	162	150
ENSLAIG00005013778	29664	6612	669	31305	12004	577
ENSLAIG00005013779	4	2	0	16	25	6
ENSLAIG00005013780	9	9	3	7	4	2
ENSLAIG00005013781	1492	819	585	1659	619	535
ENSLAIG00005013782	915	898	389	1329	867	373
ENSLAIG00005013783	447	477	364	540	443	367
ENSLAIG00005013785	0	2	0	5	2	0
ENSLAIG00005013786	76	68	24	82	36	16
ENSLAIG00005013787	47	95	48	60	96	51
ENSLAIG00005013788	1	4	2	7	11	5
ENSLAIG00005013789	0	1	3	1	0	6
ENSLAIG00005013790	10	13	11	24	22	12
ENSLAIG00005013791	0	0	0	0	0	0
ENSLAIG00005013792	124	103	68	155	129	75
ENSLAIG00005013793	18182	28513	260	28910	29599	240
ENSLAIG00005013794	643	258	167	601	265	198
ENSLAIG00005013795	603	491	321	643	534	301
ENSLAIG00005013796	910	1290	1012	1423	920	920
ENSLAIG00005013797	1	0	0	1	2	0
ENSLAIG00005013798	289	345	187	446	308	184
ENSLAIG00005013799	69	44	4	117	53	3
ENSLAIG00005013800	1042	1221	338	1076	1636	349
ENSLAIG00005013801	2657	3142	1415	3382	2971	1115
ENSLAIG00005013803	170	123	679	170	120	555
ENSLAIG00005013804	10	13	16	18	12	23
ENSLAIG00005013805	3273	2983	1809	3826	2863	1672
ENSLAIG00005013806	495	509	454	680	510	358
ENSLAIG00005013807	928	868	555	1027	1080	575
ENSLAIG00005013808	58	34	26	33	31	17
ENSLAIG00005013809	3228	2518	1679	3816	2515	1475
ENSLAIG00005013810	0	0	14	0	3	3
ENSLAIG00005013811	1059	1189	1201	1305	1294	1110
ENSLAIG00005013812	399	293	329	463	293	326
ENSLAIG00005013813	390	270	272	368	250	277
ENSLAIG00005013814	1049	174	475	825	153	365
ENSLAIG00005013815	1235	958	629	1467	895	668
ENSLAIG00005013816	381	368	209	481	447	226
ENSLAIG00005013817	4	17	0	19	18	0
ENSLAIG00005013818	0	0	0	0	0	0
ENSLAIG00005013820	0	0	0	0	2	0
ENSLAIG00005013821	1367	1680	400	1938	1772	457
ENSLAIG00005013822	619	612	345	815	603	317
ENSLAIG00005013823	0	0	3	1	1	1
ENSLAIG00005013824	235	132	229	231	214	178
ENSLAIG00005013825	841	871	634	1054	839	606
ENSLAIG00005013826	3217	2299	2508	3801	2481	2126
ENSLAIG00005013827	1	0	0	2	3	0
ENSLAIG00005013828	0	0	0	0	0	0
ENSLAIG00005013829	0	5	2	1	2	2
ENSLAIG00005013831	454	415	104	591	380	138
ENSLAIG00005013832	676	493	511	736	527	492
ENSLAIG00005013833	67267	62680	13347	96543	56441	11827
ENSLAIG00005013835	4	0	0	3	0	1
ENSLAIG00005013836	299	233	240	313	225	227
ENSLAIG00005013837	1192	1476	389	1560	1192	422
ENSLAIG00005013838	139	429	1324	338	523	1508
ENSLAIG00005013839	698	644	489	866	696	404
ENSLAIG00005013840	340	119	48	277	92	41
ENSLAIG00005013841	110	116	68	132	160	50
ENSLAIG00005013842	207	126	671	580	109	742
ENSLAIG00005013843	797	503	291	955	568	289
ENSLAIG00005013844	9231	15088	3651	11692	16081	2723
ENSLAIG00005013845	9	5	6	6	2	7
ENSLAIG00005013846	17	5	3	14	4	0
ENSLAIG00005013847	24478	16559	4668	28706	14589	3549
ENSLAIG00005013848	67	1	1	134	6	3
ENSLAIG00005013849	467	349	360	656	359	315
ENSLAIG00005013850	995	1041	616	1293	1041	516
ENSLAIG00005013851	720	604	511	783	483	410
ENSLAIG00005013852	0	0	1	0	0	0
ENSLAIG00005013853	1832	1715	621	2343	1742	513
ENSLAIG00005013854	151	86	24	400	48	8
ENSLAIG00005013855	429	316	142	461	329	157
ENSLAIG00005013856	0	7	1	4	2	3
ENSLAIG00005013857	301	346	234	441	420	225
ENSLAIG00005013858	269	270	160	372	206	111
ENSLAIG00005013859	208	236	214	285	303	248
ENSLAIG00005013861	17	21	14	27	8	5
ENSLAIG00005013863	0	2	0	0	1	0
ENSLAIG00005013864	216	139	176	256	184	194
ENSLAIG00005013865	275	270	164	277	234	143
ENSLAIG00005013866	454	295	211	528	316	231
ENSLAIG00005013867	5	7	44	0	107	38
ENSLAIG00005013869	1350	1359	2562	2104	1682	2028
ENSLAIG00005013870	10890	13029	3239	13783	10450	2730
ENSLAIG00005013871	1	1	7	0	8	15
ENSLAIG00005013874	161	103	94	152	99	101
ENSLAIG00005013875	777	941	691	1198	983	609
ENSLAIG00005013876	468	454	309	624	420	307
ENSLAIG00005013878	546	416	209	646	486	198
ENSLAIG00005013879	575	448	301	629	541	324
ENSLAIG00005013882	41	202	1894	50	326	1255
ENSLAIG00005013883	1847	851	557	1945	695	563
ENSLAIG00005013884	827	983	819	1109	950	776
ENSLAIG00005013885	8	1	22	17	8	5
ENSLAIG00005013886	29	34	20	40	63	10
ENSLAIG00005013887	820	761	503	1031	776	479
ENSLAIG00005013888	368	310	220	467	321	251
ENSLAIG00005013889	189	115	95	201	91	109
ENSLAIG00005013890	3	2	3	4	4	2
ENSLAIG00005013892	59	119	46	142	218	79
ENSLAIG00005013894	1	2	1	0	1	6
ENSLAIG00005013895	3024	1976	892	3651	1843	791
ENSLAIG00005013896	1138	839	1907	1523	528	1648
ENSLAIG00005013897	6514	4789	4477	8299	4530	4221
ENSLAIG00005013898	1285	1197	816	1434	1538	916
ENSLAIG00005013899	1103	1455	1290	1671	1475	925
ENSLAIG00005013900	297	190	128	333	214	162
ENSLAIG00005013901	197	205	215	293	224	186
ENSLAIG00005013902	229	138	142	270	183	106
ENSLAIG00005013903	11845	8970	8177	16484	8498	9003
ENSLAIG00005013904	364	134	179	310	154	174
ENSLAIG00005013905	2066	1720	1356	2531	1678	1219
ENSLAIG00005013906	0	1	0	1	0	1
ENSLAIG00005013907	26	7	171	129	46	140
ENSLAIG00005013908	272	425	77	327	410	99
ENSLAIG00005013909	278	287	242	383	285	231
ENSLAIG00005013910	493	428	433	558	525	468
ENSLAIG00005013911	1082	5116	479	1950	3996	380
ENSLAIG00005013913	328	296	178	471	296	203
ENSLAIG00005013914	229	278	224	317	325	274
ENSLAIG00005013915	570	264	251	529	337	310
ENSLAIG00005013916	517	505	331	627	548	340
ENSLAIG00005013917	543	433	474	832	445	361
ENSLAIG00005013918	84	19	16	79	36	29
ENSLAIG00005013919	591	498	423	646	408	368
ENSLAIG00005013920	64	53	42	68	62	45
ENSLAIG00005013921	740	456	408	815	424	400
ENSLAIG00005013922	1753	1667	903	2366	1788	935
ENSLAIG00005013923	31	16	39	30	27	32
ENSLAIG00005013924	4	1	9	11	4	7
ENSLAIG00005013925	336	461	424	386	454	415
ENSLAIG00005013926	0	3	4	6	0	0
ENSLAIG00005013927	1073	450	196	974	260	151
ENSLAIG00005013928	0	5	13	4	59	104
ENSLAIG00005013929	0	0	0	0	0	0
ENSLAIG00005013930	20	17	32	27	9	31
ENSLAIG00005013931	1904	2510	8817	2613	2466	7350
ENSLAIG00005013932	80	38	13	87	43	10
ENSLAIG00005013933	4	31	1	14	32	1
ENSLAIG00005013934	1917	1369	1400	2027	1331	1519
ENSLAIG00005013935	150	135	83	170	142	66
ENSLAIG00005013936	1226	1173	2174	1706	1211	1876
ENSLAIG00005013937	338	453	719	413	448	791
ENSLAIG00005013939	1317	1109	874	2311	778	804
ENSLAIG00005013940	549	506	161	659	486	110
ENSLAIG00005013941	500	501	440	692	506	404
ENSLAIG00005013942	0	0	12	0	0	21
ENSLAIG00005013943	460	553	381	748	614	444
ENSLAIG00005013944	0	0	0	0	0	0
ENSLAIG00005013945	0	0	0	0	0	0
ENSLAIG00005013947	260	197	134	247	168	156
ENSLAIG00005013948	1057	1201	653	1465	1162	535
ENSLAIG00005013949	286	277	310	374	258	308
ENSLAIG00005013950	667	630	716	931	712	717
ENSLAIG00005013951	131	166	100	217	171	120
ENSLAIG00005013952	15	16	0	34	18	2
ENSLAIG00005013953	348	398	320	414	355	252
ENSLAIG00005013954	42	20	2	24	19	1
ENSLAIG00005013955	92	97	139	109	131	121
ENSLAIG00005013956	1643	1457	976	1925	1350	976
ENSLAIG00005013957	18	5	1	27	14	2
ENSLAIG00005013958	709	380	310	750	410	330
ENSLAIG00005013959	237	173	522	214	177	472
ENSLAIG00005013960	49	48	34	53	33	36
ENSLAIG00005013961	0	5	0	0	8	0
ENSLAIG00005013962	2029	1811	1500	2329	1906	1438
ENSLAIG00005013963	1296	898	620	1378	749	548
ENSLAIG00005013964	1502	1057	606	1668	1030	540
ENSLAIG00005013965	416	346	179	551	420	222
ENSLAIG00005013966	1444	16118	307	1958	18077	359
ENSLAIG00005013967	331	264	239	278	246	275
ENSLAIG00005013969	149	158	153	192	210	113
ENSLAIG00005013970	23	8	11	41	7	1
ENSLAIG00005013971	22	34	32	34	31	9
ENSLAIG00005013972	7945	8667	4715	11818	9523	5142
ENSLAIG00005013973	0	0	0	0	0	3
ENSLAIG00005013974	339	276	173	426	304	148
ENSLAIG00005013975	0	0	517	1	1	514
ENSLAIG00005013976	1	0	0	2	3	0
ENSLAIG00005013978	1225	459	1512	1299	437	1286
ENSLAIG00005013979	1487	958	648	2028	976	712
ENSLAIG00005013980	1	3	7	0	0	0
ENSLAIG00005013981	835	1056	488	1254	1045	481
ENSLAIG00005013982	2623	2789	2117	3716	2248	2039
ENSLAIG00005013983	217	193	150	278	223	149
ENSLAIG00005013984	123	69	35	143	68	35
ENSLAIG00005013985	3797	2729	1794	5016	2893	1708
ENSLAIG00005013986	0	0	0	0	0	0
ENSLAIG00005013987	1575	1443	832	2045	1382	905
ENSLAIG00005013988	273	284	289	341	277	274
ENSLAIG00005013989	1	0	0	1	2	1
ENSLAIG00005013990	0	0	0	0	0	0
ENSLAIG00005013993	107	106	81	139	83	74
ENSLAIG00005013994	0	0	0	1	2	0
ENSLAIG00005013995	260	297	123	388	304	156
ENSLAIG00005013996	7583	5772	2480	9654	5271	2238
ENSLAIG00005013997	2	11	4	5	6	1
ENSLAIG00005013998	280	212	130	281	218	146
ENSLAIG00005013999	478	387	321	622	379	371
ENSLAIG00005014000	485	116	99	457	81	87
ENSLAIG00005014001	5686	12767	197	7722	18100	345
ENSLAIG00005014002	30	49	47	26	92	37
ENSLAIG00005014003	17990	15306	4098	23917	14136	3925
ENSLAIG00005014004	692	506	344	859	542	335
ENSLAIG00005014005	0	0	0	0	0	0
ENSLAIG00005014006	0	0	0	0	0	0
ENSLAIG00005014007	866	521	389	1171	473	382
ENSLAIG00005014008	0	1	0	0	0	0
ENSLAIG00005014009	421	266	141	488	244	166
ENSLAIG00005014010	10	7	86	7	5	57
ENSLAIG00005014011	662	533	148	737	483	128
ENSLAIG00005014012	1383	1291	455	1782	1090	419
ENSLAIG00005014013	437	330	259	606	311	194
ENSLAIG00005014014	539	537	245	630	598	227
ENSLAIG00005014015	0	0	0	0	0	0
ENSLAIG00005014016	185	250	236	226	303	207
ENSLAIG00005014018	192	190	96	264	205	69
ENSLAIG00005014019	928	541	301	913	592	388
ENSLAIG00005014020	0	0	0	1	0	0
ENSLAIG00005014021	71	0	36	83	4	31
ENSLAIG00005014022	125	74	450	123	59	503
ENSLAIG00005014023	0	0	0	0	0	0
ENSLAIG00005014024	0	5	3	0	7	1
ENSLAIG00005014025	19	10	14	16	8	5
ENSLAIG00005014026	11	3	25	8	12	40
ENSLAIG00005014027	10615	6679	2647	8344	7183	1926
ENSLAIG00005014028	152	126	50	210	118	44
ENSLAIG00005014029	1265	1249	972	1701	1375	841
ENSLAIG00005014030	5627	3996	1338	6860	3031	1014
ENSLAIG00005014031	41	24	12	40	12	9
ENSLAIG00005014032	1	0	0	1	0	1
ENSLAIG00005014033	685	375	254	835	334	207
ENSLAIG00005014034	0	0	0	0	0	0
ENSLAIG00005014035	27	30	78	63	39	107
ENSLAIG00005014036	330	265	140	285	245	154
ENSLAIG00005014037	5	0	0	3	0	0
ENSLAIG00005014038	313	42136	7006	1109	43300	4831
ENSLAIG00005014039	2509	1760	1400	2848	1811	1360
ENSLAIG00005014040	259	679	99	444	754	104
ENSLAIG00005014042	262	150	159	240	184	153
ENSLAIG00005014043	48378	33002	11593	76691	46107	7942
ENSLAIG00005014044	750	492	297	854	481	301
ENSLAIG00005014045	16	42	20	33	31	23
ENSLAIG00005014046	4786	3812	733	5049	3116	863
ENSLAIG00005014047	1027	821	389	998	675	345
ENSLAIG00005014048	2	0	0	0	0	0
ENSLAIG00005014049	687	899	1167	875	701	736
ENSLAIG00005014050	1308	2027	893	1835	2070	807
ENSLAIG00005014051	7925	11571	3852	13479	13195	3232
ENSLAIG00005014052	372	350	175	366	308	164
ENSLAIG00005014053	3633	2348	1802	4092	1991	1492
ENSLAIG00005014054	151	99	133	196	72	96
ENSLAIG00005014055	15	173	388	46	257	410
ENSLAIG00005014056	0	0	0	0	0	0
ENSLAIG00005014057	315	272	176	426	339	142
ENSLAIG00005014058	7	3	2	4	2	2
ENSLAIG00005014059	1	0	675	0	71	1168
ENSLAIG00005014060	283	187	89	255	161	65
ENSLAIG00005014061	8217	7182	5317	11794	8571	5914
ENSLAIG00005014062	2	4	6	5	7	1
ENSLAIG00005014063	18467	15669	8788	25071	15236	7672
ENSLAIG00005014064	5	1	4	4	4	2
ENSLAIG00005014065	11700	11572	3484	16517	11089	3765
ENSLAIG00005014066	679	801	809	762	987	687
ENSLAIG00005014067	1114	590	350	905	617	363
ENSLAIG00005014068	2065	1898	1747	2395	1834	1651
ENSLAIG00005014069	555	248	260	530	191	236
ENSLAIG00005014070	0	0	11	0	0	9
ENSLAIG00005014071	1334	1064	1439	1524	1611	1379
ENSLAIG00005014072	631	552	357	830	526	401
ENSLAIG00005014073	172	186	102	227	215	96
ENSLAIG00005014074	693	781	352	853	710	339
ENSLAIG00005014075	7854	3452	1563	8729	3387	1211
ENSLAIG00005014076	47	98	79	79	77	45
ENSLAIG00005014077	0	0	0	0	0	4
ENSLAIG00005014078	594	458	416	736	435	433
ENSLAIG00005014079	6	8	6	20	16	5
ENSLAIG00005014080	1138	869	829	1279	640	768
ENSLAIG00005014081	5	1	1	2	12	2
ENSLAIG00005014082	271	53	25	291	32	30
ENSLAIG00005014083	383	196	221	311	201	192
ENSLAIG00005014084	4	0	0	2	0	0
ENSLAIG00005014085	6294	9768	5308	10662	10849	4795
ENSLAIG00005014086	18	51	20	16	24	12
ENSLAIG00005014087	394	164	146	326	168	171
ENSLAIG00005014088	4	0	0	4	0	1
ENSLAIG00005014089	0	0	0	0	0	0
ENSLAIG00005014090	571	408	216	653	342	205
ENSLAIG00005014091	19	21	25	19	24	17
ENSLAIG00005014092	3042	3024	719	3791	2979	624
ENSLAIG00005014093	163	169	106	171	156	82
ENSLAIG00005014094	3	1	4	14	5	3
ENSLAIG00005014095	281	322	156	277	401	112
ENSLAIG00005014096	1	3	8	0	2	5
ENSLAIG00005014097	166	125	68	220	147	104
ENSLAIG00005014098	3421	4624	683	5777	4927	634
ENSLAIG00005014099	455	481	405	551	430	375
ENSLAIG00005014100	1	3	1	4	1	5
ENSLAIG00005014101	2507	2036	2069	2752	2146	2069
ENSLAIG00005014102	2286	2258	1507	2400	2037	1389
ENSLAIG00005014103	132	98	107	147	103	83
ENSLAIG00005014104	609	602	359	678	658	374
ENSLAIG00005014105	190	317	170	254	366	173
ENSLAIG00005014106	16	14	16	25	29	24
ENSLAIG00005014107	1479	219	11	1287	107	8
ENSLAIG00005014108	99	134	100	138	127	70
ENSLAIG00005014109	1	1	0	1	0	0
ENSLAIG00005014110	513	529	274	735	603	205
ENSLAIG00005014111	1	5	10	4	9	6
ENSLAIG00005014112	767	607	1308	1815	1058	1226
ENSLAIG00005014113	1	0	315	0	2	361
ENSLAIG00005014117	958	826	541	1267	997	523
ENSLAIG00005014118	108	87	85	173	94	123
ENSLAIG00005014119	0	0	0	0	0	0
ENSLAIG00005014120	131	125	24	222	124	21
ENSLAIG00005014121	223	544	314	377	1200	276
ENSLAIG00005014126	5560	6218	3289	11031	6084	2666
ENSLAIG00005014127	1	13	4	13	9	4
ENSLAIG00005014128	107	75	47	123	75	24
ENSLAIG00005014129	1631	1626	944	2304	2279	888
ENSLAIG00005014131	0	0	7	0	0	0
ENSLAIG00005014132	55	71	54	90	61	26
ENSLAIG00005014135	2	5	5	3	5	10
ENSLAIG00005014137	15	3	0	13	15	5
ENSLAIG00005014142	0	0	0	0	2	0
ENSLAIG00005014144	1246	502	425	1371	457	252
ENSLAIG00005014146	1120	934	548	1591	856	332
ENSLAIG00005014149	542	346	328	584	344	313
ENSLAIG00005014150	2	4	16	10	9	8
ENSLAIG00005014151	1762	1486	777	2285	1489	721
ENSLAIG00005014152	4861	2021	1728	4469	1512	1591
ENSLAIG00005014153	0	0	1	0	0	0
ENSLAIG00005014154	282	112	87	240	77	77
ENSLAIG00005014155	695	639	550	980	959	440
ENSLAIG00005014156	1726	1571	1083	2404	1698	969
ENSLAIG00005014158	813	696	196	1115	672	184
ENSLAIG00005014159	27	40	151	13	195	144
ENSLAIG00005014160	190	201	106	291	175	93
ENSLAIG00005014161	6689	6907	43450	10496	5865	47635
ENSLAIG00005014162	4	3	0	1	3	0
ENSLAIG00005014163	2220	1680	696	2682	1421	646
ENSLAIG00005014164	3	4	3	4	5	5
ENSLAIG00005014165	84	71	28	81	52	42
ENSLAIG00005014166	344	358	210	448	306	247
ENSLAIG00005014167	0	1	0	1	0	0
ENSLAIG00005014168	829	961	310	1145	908	241
ENSLAIG00005014169	0	0	0	0	2	0
ENSLAIG00005014170	95	89	37	114	84	51
ENSLAIG00005014173	217	435	39	193	518	48
ENSLAIG00005014174	0	0	0	0	0	0
ENSLAIG00005014175	143	114	57	162	93	51
ENSLAIG00005014176	2788	14395	32	5621	41607	46
ENSLAIG00005014177	5976	2567	737	8112	1940	689
ENSLAIG00005014178	0	0	0	2	1	0
ENSLAIG00005014179	11	5	4	14	2	8
ENSLAIG00005014180	2	0	0	2	0	0
ENSLAIG00005014181	277	212	228	348	217	211
ENSLAIG00005014182	196	345	443	367	269	467
ENSLAIG00005014183	19	0	2	15	0	3
ENSLAIG00005014184	1841	2886	641	2509	2996	605
ENSLAIG00005014185	198	109	137	167	96	149
ENSLAIG00005014186	447	467	226	557	563	313
ENSLAIG00005014187	0	0	1	1	6	3
ENSLAIG00005014188	0	3	827	0	87	1241
ENSLAIG00005014189	24	7	2	18	5	0
ENSLAIG00005014190	684	1096	22	717	1338	26
ENSLAIG00005014191	1022	963	893	1342	1066	799
ENSLAIG00005014192	398	352	176	503	330	187
ENSLAIG00005014193	1	1	1	0	0	3
ENSLAIG00005014194	337	203	98	381	197	87
ENSLAIG00005014195	0	4	0	1	0	2
ENSLAIG00005014196	11337	9362	7475	13800	8112	7313
ENSLAIG00005014197	137	130	111	153	107	145
ENSLAIG00005014198	655	673	357	880	683	325
ENSLAIG00005014199	513	158	139	463	119	182
ENSLAIG00005014200	1786	1219	1208	1908	1270	1374
ENSLAIG00005014201	316	240	256	330	261	288
